subject;body;label
 Reklamation Lieferzeit;Sehr geehrte Damen und Herren, Lieferzeit wurde überschritten.;Buchhaltung
 Anfrage Zahlungsformular;Hallo, bitte Zahlungsformular zusenden.;Buchhaltung
Login funktioniert nicht;Ich kann mich nicht mehr in mein Konto einloggen und erhalte ständig eine Fehlermeldung.;Support
Fehler beim Start der App;Die Anwendung stürzt direkt nach dem Öffnen ab und zeigt einen roten Fehlercode.;Support
E-Mail Empfang gestört;Seit gestern bekomme ich keine neuen Nachrichten mehr. Können Sie das prüfen?;Support
Passwort ungültig;Mein Passwort wird nicht akzeptiert, obwohl ich es nicht geändert habe.;Support
Download bricht ab;Ich versuche eine Datei herunterzuladen, aber der Vorgang stoppt jedes Mal bei 5 Prozent.;Support
Softwareabsturz;Während der Nutzung friert das Programm ein und reagiert nicht mehr.;Support
Anhang lässt sich nicht öffnen;Ich kann den PDF-Anhang einer Nachricht nicht öffnen, es erscheint nur eine Fehlermeldung.;Support
Einstellungen werden nicht gespeichert;Nach dem Neustart sind alle meine Einstellungen wieder weg. Bitte um Hilfe.;Support
Server nicht erreichbar;Die Software kann keine Verbindung zum Server aufbauen. Bitte prüfen Sie die Verbindung.;Support
Installation schlägt fehl;Beim Setup erscheint eine Meldung, dass Dateien fehlen. Ich kann die Installation nicht abschließen.;Support
Verbindung bricht ab;Während meiner Arbeit werde ich immer wieder vom System getrennt.;Support
Nachrichten können nicht versendet werden;Ich schreibe eine Nachricht, aber beim Senden erscheint ein Fehler.;Support
Bildschirm bleibt schwarz;Nach dem Start der App sehe ich nur einen schwarzen Bildschirm.;Support
Login-Button ohne Funktion;Der Button zum Anmelden reagiert nicht, egal wie oft ich ihn anklicke.;Support
Ständige Fehlermeldungen;Ich bekomme beim Öffnen verschiedener Funktionen immer wieder unterschiedliche Fehlermeldungen.;Support
Drucker nicht erkannt;Mein Gerät kann den Drucker nicht finden. Andere Programme drucken problemlos.;Support
Kein Profilzugriff;Ich komme nicht auf meine Profilseite. Es lädt unendlich.;Support
Kamera funktioniert nicht;Die App erkennt meine Kamera nicht, obwohl andere Programme sie nutzen können.;Support
Passwort zurücksetzen geht nicht;Ich gebe meine E-Mail zum Zurücksetzen ein, aber ich erhalte keinen Code.;Support
Datensynchronisation fehlschlägt;Kalenderdaten werden nicht synchronisiert.;Support
Upload bleibt hängen;Beim Hochladen einer Datei bleibt der Fortschritt bei 0 Prozent stehen.;Support
Authentifizierung schlägt fehl;Ich erhalte immer die Meldung, dass meine Identität nicht bestätigt werden konnte.;Support
Update nicht installierbar;Das System sagt, das Update sei verfügbar, aber es kann nicht installiert werden.;Support
App ist sehr langsam;Die Oberfläche reagiert verzögert, teilweise mehrere Sekunden.;Support
Probleme beim Zurücksetzen;Ich wollte meine Einstellungen zurücksetzen, aber danach startet die App gar nicht mehr.;Support
Frage zu Rechnung 2024-118;Ich benötige eine Kopie der Rechnung und eine Erläuterung der aufgeführten Positionen.;Buchhaltung
Abbuchung prüfen;Die letzte Abbuchung ist doppelt erfolgt. Bitte prüfen Sie den Vorgang.;Buchhaltung
Bankverbindung aktualisieren;Ich habe meine Kontonummer geändert und brauche eine Aktualisierung in Ihrem System.;Buchhaltung
Zahlungseingang unklar;Können Sie bestätigen, ob meine Überweisung vom 03.11 eingegangen ist?;Buchhaltung
Mahnung erhalten;Ich habe eine Mahnung bekommen, obwohl ich bereits bezahlt habe. Bitte prüfen Sie das.;Buchhaltung
Rückerstattung anfragen;Ich möchte eine Rückerstattung für die fehlerhafte Bestellung beantragen.;Buchhaltung
Überweisung zurückgewiesen;Meine Bank hat die Zahlung zurückgesendet. Können Sie mir sagen, warum?;Buchhaltung
Rechnung fehlt;Ich habe die aktuelle Rechnung nicht erhalten. Könnten Sie sie erneut senden?;Buchhaltung
Falscher Rechnungsbetrag;Die Summe auf der Rechnung stimmt nicht mit der Bestellung überein.;Buchhaltung
Offene Posten Übersicht;Bitte senden Sie mir eine aktuelle Übersicht aller offenen Rechnungen.;Buchhaltung
Kreditkarte abgelehnt;Bei der Zahlung mit Kreditkarte erscheint die Meldung 'Transaktion abgelehnt'.;Buchhaltung
Lastschrift aktivieren;Ich möchte zukünftig per SEPA-Lastschrift zahlen. Was muss ich tun?;Buchhaltung
Rechnung stornieren;Ich bitte um Stornierung der Rechnung, da die Bestellung zurückgesendet wurde.;Buchhaltung
Zahlungsfrist verlängern;Ich benötige ein paar Tage länger zur Begleichung der Rechnung.;Buchhaltung
Forderung klären;Ich habe eine offene Forderung erhalten, die ich nicht nachvollziehen kann.;Buchhaltung
Rechnungspositionen prüfen;Einige Positionen der Rechnung stimmen nicht mit meiner Bestellung überein.;Buchhaltung
Konto wird nicht akzeptiert;Mein Konto wird bei der Zahlung nicht erkannt. Woran kann das liegen?;Buchhaltung
Unberechtigte Abbuchung;Ich habe eine Abbuchung festgestellt, die ich nicht kenne. Bitte überprüfen.;Buchhaltung
Neue Zahlungsübersicht;Ich benötige eine aktuelle Aufstellung meiner Zahlungen.;Buchhaltung
Rechnung digital erhalten;Ich möchte meine Rechnungen ab sofort nur noch digital erhalten.;Buchhaltung
Ratenzahlung anfragen;Ist es möglich, die Rechnung in mehreren Raten zu zahlen?;Buchhaltung
Überweisung bestätigen;Bitte bestätigen Sie den Eingang der Zahlung über 185 Euro.;Buchhaltung
Korrektur erforderlich;Der Rechnungsbetrag ist falsch, bitte korrigieren Sie ihn.;Buchhaltung
Download der Rechnung fehlerhaft;Ich kann die Rechnung in meinem Kundenkonto nicht herunterladen.;Buchhaltung
Zahlungsdifferenz prüfen;Zwischen meiner Zahlung und Ihrer Rechnung gibt es eine Abweichung.;Buchhaltung
Angebotsanfrage;Ich interessiere mich für Ihr Produkt und hätte gern ein unverbindliches Angebot.;Vertrieb
Kooperationsanfrage;Wir möchten prüfen, ob eine Zusammenarbeit in Zukunft möglich ist.;Vertrieb
Bitte um Beratung;Wir planen ein neues Projekt und möchten uns beraten lassen.;Vertrieb
Preisübersicht benötigt;Können Sie mir eine vollständige Preisliste zukommen lassen?;Vertrieb
Systemwechsel geplant;Wir evaluieren neue Systeme und möchten Informationen zu Ihren Lösungen.;Vertrieb
Demo-Zugang anfordern;Ich möchte Ihre Software vorab testen. Können Sie einen Zugang bereitstellen?;Vertrieb
Produktpräsentation;Wir benötigen eine Präsentation Ihrer wichtigsten Funktionen.;Vertrieb
Details zu Servicepaketen;Welche Support- und Servicepakete bieten Sie an?;Vertrieb
Projektanfrage;Wir möchten ein Softwareprojekt starten und suchen einen passenden Anbieter.;Vertrieb
Lizenzmodell klären;Wie funktionieren Ihre Lizenzen und welche Varianten gibt es?;Vertrieb
Testversion erfragen;Ist eine kostenlose Testversion Ihrer Software verfügbar?;Vertrieb
Kostenabschätzung;Können Sie eine grobe Kostenschätzung für ein mittleres Projekt abgeben?;Vertrieb
Frage zu Verfügbarkeit;Können Sie kurzfristig Kapazitäten für ein Projekt bereitstellen?;Vertrieb
Informationsmaterial;Bitte senden Sie mir Unterlagen über Ihr Unternehmen und Ihre Produkte.;Vertrieb
Vertragslaufzeit;Wie lange laufen Ihre Standardverträge und welche Optionen gibt es?;Vertrieb
Implementierungsablauf;Wie läuft die Einführung Ihrer Software typischerweise ab?;Vertrieb
Termin für Erstgespräch;Ich würde gern ein unverbindliches Gespräch vereinbaren.;Vertrieb
Rabattanfrage;Gibt es Preisnachlässe für größere Auftragsvolumen?;Vertrieb
Projektidee vorstellen;Ich möchte Ihnen unsere Projektidee kurz schildern.;Vertrieb
SLA Informationen;Welche Service-Level-Agreements können Sie anbieten?;Vertrieb
Einschätzung benötigt;Wir benötigen eine erste Einschätzung Ihrer technischen Möglichkeiten.;Vertrieb
Paketübersicht;Welche Pakete stehen zur Auswahl und was beinhalten sie?;Vertrieb
Kooperation prüfen;Wir würden gern die Rahmenbedingungen für eine mögliche Kooperation besprechen.;Vertrieb
Verfügbare Module;Welche Module Ihrer Software sind optional buchbar?;Vertrieb
Angebot anfordern;Bitte senden Sie uns ein unverbindliches Angebot.;Vertrieb
Materialbestellung;Wir möchten eine neue Bestellung für Materialien aufgeben.;Buchhaltung
Lieferverzug;Unsere Lieferung ist überfällig. Können Sie uns ein neues Lieferdatum nennen?;Buchhaltung
Ware falsch geliefert;Wir haben eine andere Ware erhalten als bestellt.;Buchhaltung
Angebot aktualisieren;Bitte senden Sie uns ein aktualisiertes Angebot mit den neuesten Preisen.;Buchhaltung
Bestellung ändern;Wir möchten die Menge der letzten Bestellung anpassen.;Buchhaltung
Lieferzeit erfragen;Wie lange dauert die Lieferung des Produkts?;Buchhaltung
Fehlende Artikel;Einige Teile fehlen in der aktuellen Lieferung.;Buchhaltung
Waren beschädigt;Die gelieferte Ware weist mehrere Schäden auf.;Buchhaltung
Lieferadresse bestätigen;Bitte bestätigen Sie die korrekte Lieferadresse für unsere Bestellung.;Buchhaltung
Preisübersicht anfragen;Wir benötigen eine aktuelle Preisliste für Ihre Artikel.;Buchhaltung
Bestellübersicht;Bitte senden Sie uns eine Gesamtübersicht aller bisherigen Bestellungen.;Buchhaltung
Mengenrabatt;Gibt es Rabatte bei höheren Bestellmengen?;Buchhaltung
Verfügbarkeit prüfen;Wir benötigen eine Aussage zur kurzfristigen Verfügbarkeit bestimmter Produkte.;Buchhaltung
Versandoptionen;Welche Versandarten stehen zur Verfügung?;Buchhaltung
Zusatzbestellung;Wir möchten zusätzliche Artikel zur bestehenden Bestellung hinzufügen.;Buchhaltung
Bestelländerung bestätigen;Bitte bestätigen Sie die gewünschte Änderung der Bestellung.;Buchhaltung
Keine Versandbestätigung erhalten;Wir haben noch keine Versandbestätigung bekommen.;Buchhaltung
Liefermenge falsch;Die Menge der gelieferten Artikel stimmt nicht mit der Bestellung überein.;Buchhaltung
Ersatzlieferung;Wir benötigen eine Ersatzlieferung für beschädigte Artikel.;Buchhaltung
Rahmenvertrag besprechen;Wir möchten über einen möglichen Rahmenvertrag sprechen.;Buchhaltung
Liefertermin erfragen;Können Sie uns ein verbindliches Lieferdatum nennen?;Buchhaltung
Produkt zurücksenden;Wir möchten ein Produkt zurückschicken und benötigen Anweisungen.;Buchhaltung
Qualitätsmangel;Die Qualität der gelieferten Waren entspricht nicht unseren Anforderungen.;Buchhaltung
B2B Anfrage;Wir möchten langfristig größere Mengen beziehen. Bitte um Informationen.;Buchhaltung
Regelmäßige Lieferungen;Wir möchten eine Anfrage für regelmäßige monatliche Lieferungen stellen.;Buchhaltung
Anfrage Angebot Softwarelizenzen;Sehr geehrte Damen und Herren, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Thomas Müller, Müller GmbH;Vertrieb
Termin für Produktvorstellung;Hallo Vertriebsteam, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Sabine Schmidt, TechSolutions AG;Vertrieb
Interesse an Partnerschaft;Guten Tag, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Michael Weber, Global Corp;Vertrieb
Bitte um Preisliste 2025;Liebes Sales-Team, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Julia Wagner, Schmidt & Partner;Vertrieb
Großbestellung Konditionen;Hallo, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Andreas Fischer, InnovateX;Vertrieb
Rückfrage zum Angebot #4022;Sehr geehrter Herr Müller, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Sandra Meyer, WebServices Ltd.;Vertrieb
Lizenzmodell Upgrade;Sehr geehrte Damen und Herren, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Markus Becker, Logistik Express;Vertrieb
Neukunden-Rabatt möglich?;Hallo Vertriebsteam, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Claudia Schulz, AutoParts GmbH;Vertrieb
Demo-Zugang anfordern;Guten Tag, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Stefan Hoffmann, Consulting Group;Vertrieb
Kooperationsanfrage Marketing;Liebes Sales-Team, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Monika Koch, Future Systems;Vertrieb
Vertragsverlängerung besprechen;Hallo, wir benötigen dringend 20 weitere Lizenzen bis Monatsende. Wir freuen uns auf Ihre Rückmeldung. Lukas Richter, SoftWare House;Vertrieb
Individuelles Angebot nötig;Sehr geehrter Herr Müller, bitte erstellen Sie uns ein individuelles Angebot basierend auf unseren Anforderungen. Mit freundlichen Grüßen, Anna Wolf, Media Agentur;Vertrieb
Anfrage Reseller-Programm;Sehr geehrte Damen und Herren, können Sie uns Referenzkunden aus der Automobilbranche nennen? Vielen Dank im Voraus, Jan Bauer, Müller GmbH;Vertrieb
Hardware-Beschaffung Angebot;Hallo Vertriebsteam, unsere Geschäftsführung benötigt eine Entscheidungsgrundlage bis Freitag. Beste Grüße, Laura Klein, TechSolutions AG;Vertrieb
Schulungstermin vereinbaren;Guten Tag, wäre eine Anpassung der Zahlungsbedingungen auf 60 Tage möglich? Danke und Gruß, Patrick Schwarz, Global Corp;Vertrieb
Mengenrabatt bei 500 Lizenzen;Liebes Sales-Team, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Lisa Zimmermann, Schmidt & Partner;Vertrieb
Angebot für Rahmenvertrag;Hallo, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Christian Braun, InnovateX;Vertrieb
Status meiner Anfrage;Sehr geehrter Herr Müller, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Sarah Krüger, WebServices Ltd.;Vertrieb
Produktkatalog anfordern;Sehr geehrte Damen und Herren, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Daniel Hartmann, Logistik Express;Vertrieb
Upgrade auf Enterprise-Version;Hallo Vertriebsteam, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Jessica Lange, AutoParts GmbH;Vertrieb
Anfrage Angebot Softwarelizenzen;Guten Tag, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Thomas Müller, Consulting Group;Vertrieb
Termin für Produktvorstellung;Liebes Sales-Team, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Sabine Schmidt, Future Systems;Vertrieb
Interesse an Partnerschaft;Hallo, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Michael Weber, SoftWare House;Vertrieb
Bitte um Preisliste 2025;Sehr geehrter Herr Müller, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Julia Wagner, Media Agentur;Vertrieb
Großbestellung Konditionen;Sehr geehrte Damen und Herren, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Andreas Fischer, Müller GmbH;Vertrieb
Rückfrage zum Angebot #4022;Hallo Vertriebsteam, wir benötigen dringend 20 weitere Lizenzen bis Monatsende. Wir freuen uns auf Ihre Rückmeldung. Sandra Meyer, TechSolutions AG;Vertrieb
Lizenzmodell Upgrade;Guten Tag, bitte erstellen Sie uns ein individuelles Angebot basierend auf unseren Anforderungen. Mit freundlichen Grüßen, Markus Becker, Global Corp;Vertrieb
Neukunden-Rabatt möglich?;Liebes Sales-Team, können Sie uns Referenzkunden aus der Automobilbranche nennen? Vielen Dank im Voraus, Claudia Schulz, Schmidt & Partner;Vertrieb
Demo-Zugang anfordern;Hallo, unsere Geschäftsführung benötigt eine Entscheidungsgrundlage bis Freitag. Beste Grüße, Stefan Hoffmann, InnovateX;Vertrieb
Kooperationsanfrage Marketing;Sehr geehrter Herr Müller, wäre eine Anpassung der Zahlungsbedingungen auf 60 Tage möglich? Danke und Gruß, Monika Koch, WebServices Ltd.;Vertrieb
Vertragsverlängerung besprechen;Sehr geehrte Damen und Herren, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Lukas Richter, Logistik Express;Vertrieb
Individuelles Angebot nötig;Hallo Vertriebsteam, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Anna Wolf, AutoParts GmbH;Vertrieb
Anfrage Reseller-Programm;Guten Tag, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Jan Bauer, Consulting Group;Vertrieb
Hardware-Beschaffung Angebot;Liebes Sales-Team, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Laura Klein, Future Systems;Vertrieb
Schulungstermin vereinbaren;Hallo, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Patrick Schwarz, SoftWare House;Vertrieb
Mengenrabatt bei 500 Lizenzen;Sehr geehrter Herr Müller, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Lisa Zimmermann, Media Agentur;Vertrieb
Angebot für Rahmenvertrag;Sehr geehrte Damen und Herren, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Christian Braun, Müller GmbH;Vertrieb
Status meiner Anfrage;Hallo Vertriebsteam, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Sarah Krüger, TechSolutions AG;Vertrieb
Produktkatalog anfordern;Guten Tag, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Daniel Hartmann, Global Corp;Vertrieb
Upgrade auf Enterprise-Version;Liebes Sales-Team, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Jessica Lange, Schmidt & Partner;Vertrieb
Anfrage Angebot Softwarelizenzen;Hallo, wir benötigen dringend 20 weitere Lizenzen bis Monatsende. Wir freuen uns auf Ihre Rückmeldung. Thomas Müller, InnovateX;Vertrieb
Termin für Produktvorstellung;Sehr geehrter Herr Müller, bitte erstellen Sie uns ein individuelles Angebot basierend auf unseren Anforderungen. Mit freundlichen Grüßen, Sabine Schmidt, WebServices Ltd.;Vertrieb
Interesse an Partnerschaft;Sehr geehrte Damen und Herren, können Sie uns Referenzkunden aus der Automobilbranche nennen? Vielen Dank im Voraus, Michael Weber, Logistik Express;Vertrieb
Bitte um Preisliste 2025;Hallo Vertriebsteam, unsere Geschäftsführung benötigt eine Entscheidungsgrundlage bis Freitag. Beste Grüße, Julia Wagner, AutoParts GmbH;Vertrieb
Großbestellung Konditionen;Guten Tag, wäre eine Anpassung der Zahlungsbedingungen auf 60 Tage möglich? Danke und Gruß, Andreas Fischer, Consulting Group;Vertrieb
Rückfrage zum Angebot #4022;Liebes Sales-Team, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Sandra Meyer, Future Systems;Vertrieb
Lizenzmodell Upgrade;Hallo, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Markus Becker, SoftWare House;Vertrieb
Neukunden-Rabatt möglich?;Sehr geehrter Herr Müller, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Claudia Schulz, Media Agentur;Vertrieb
Demo-Zugang anfordern;Sehr geehrte Damen und Herren, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Stefan Hoffmann, Müller GmbH;Vertrieb
Kooperationsanfrage Marketing;Hallo Vertriebsteam, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Monika Koch, TechSolutions AG;Vertrieb
Vertragsverlängerung besprechen;Guten Tag, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Lukas Richter, Global Corp;Vertrieb
Individuelles Angebot nötig;Liebes Sales-Team, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Anna Wolf, Schmidt & Partner;Vertrieb
Anfrage Reseller-Programm;Hallo, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Jan Bauer, InnovateX;Vertrieb
Hardware-Beschaffung Angebot;Sehr geehrter Herr Müller, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Laura Klein, WebServices Ltd.;Vertrieb
Schulungstermin vereinbaren;Sehr geehrte Damen und Herren, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Patrick Schwarz, Logistik Express;Vertrieb
Mengenrabatt bei 500 Lizenzen;Hallo Vertriebsteam, wir benötigen dringend 20 weitere Lizenzen bis Monatsende. Wir freuen uns auf Ihre Rückmeldung. Lisa Zimmermann, AutoParts GmbH;Vertrieb
Angebot für Rahmenvertrag;Guten Tag, bitte erstellen Sie uns ein individuelles Angebot basierend auf unseren Anforderungen. Mit freundlichen Grüßen, Christian Braun, Consulting Group;Vertrieb
Status meiner Anfrage;Liebes Sales-Team, können Sie uns Referenzkunden aus der Automobilbranche nennen? Vielen Dank im Voraus, Sarah Krüger, Future Systems;Vertrieb
Produktkatalog anfordern;Hallo, unsere Geschäftsführung benötigt eine Entscheidungsgrundlage bis Freitag. Beste Grüße, Daniel Hartmann, SoftWare House;Vertrieb
Upgrade auf Enterprise-Version;Sehr geehrter Herr Müller, wäre eine Anpassung der Zahlungsbedingungen auf 60 Tage möglich? Danke und Gruß, Jessica Lange, Media Agentur;Vertrieb
Anfrage Angebot Softwarelizenzen;Sehr geehrte Damen und Herren, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Thomas Müller, Müller GmbH;Vertrieb
Termin für Produktvorstellung;Hallo Vertriebsteam, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Sabine Schmidt, TechSolutions AG;Vertrieb
Interesse an Partnerschaft;Guten Tag, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Michael Weber, Global Corp;Vertrieb
Bitte um Preisliste 2025;Liebes Sales-Team, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Julia Wagner, Schmidt & Partner;Vertrieb
Großbestellung Konditionen;Hallo, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Andreas Fischer, InnovateX;Vertrieb
Rückfrage zum Angebot #4022;Sehr geehrter Herr Müller, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Sandra Meyer, WebServices Ltd.;Vertrieb
Lizenzmodell Upgrade;Sehr geehrte Damen und Herren, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Markus Becker, Logistik Express;Vertrieb
Neukunden-Rabatt möglich?;Hallo Vertriebsteam, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Claudia Schulz, AutoParts GmbH;Vertrieb
Demo-Zugang anfordern;Guten Tag, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Stefan Hoffmann, Consulting Group;Vertrieb
Kooperationsanfrage Marketing;Liebes Sales-Team, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Monika Koch, Future Systems;Vertrieb
Vertragsverlängerung besprechen;Hallo, wir benötigen dringend 20 weitere Lizenzen bis Monatsende. Wir freuen uns auf Ihre Rückmeldung. Lukas Richter, SoftWare House;Vertrieb
Individuelles Angebot nötig;Sehr geehrter Herr Müller, bitte erstellen Sie uns ein individuelles Angebot basierend auf unseren Anforderungen. Mit freundlichen Grüßen, Anna Wolf, Media Agentur;Vertrieb
Anfrage Reseller-Programm;Sehr geehrte Damen und Herren, können Sie uns Referenzkunden aus der Automobilbranche nennen? Vielen Dank im Voraus, Jan Bauer, Müller GmbH;Vertrieb
Hardware-Beschaffung Angebot;Hallo Vertriebsteam, unsere Geschäftsführung benötigt eine Entscheidungsgrundlage bis Freitag. Beste Grüße, Laura Klein, TechSolutions AG;Vertrieb
Schulungstermin vereinbaren;Guten Tag, wäre eine Anpassung der Zahlungsbedingungen auf 60 Tage möglich? Danke und Gruß, Patrick Schwarz, Global Corp;Vertrieb
Mengenrabatt bei 500 Lizenzen;Liebes Sales-Team, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Lisa Zimmermann, Schmidt & Partner;Vertrieb
Angebot für Rahmenvertrag;Hallo, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Christian Braun, InnovateX;Vertrieb
Status meiner Anfrage;Sehr geehrter Herr Müller, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Sarah Krüger, WebServices Ltd.;Vertrieb
Produktkatalog anfordern;Sehr geehrte Damen und Herren, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Daniel Hartmann, Logistik Express;Vertrieb
Upgrade auf Enterprise-Version;Hallo Vertriebsteam, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Jessica Lange, AutoParts GmbH;Vertrieb
Anfrage Angebot Softwarelizenzen;Guten Tag, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Thomas Müller, Consulting Group;Vertrieb
Termin für Produktvorstellung;Liebes Sales-Team, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Sabine Schmidt, Future Systems;Vertrieb
Interesse an Partnerschaft;Hallo, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Michael Weber, SoftWare House;Vertrieb
Bitte um Preisliste 2025;Sehr geehrter Herr Müller, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Julia Wagner, Media Agentur;Vertrieb
Großbestellung Konditionen;Sehr geehrte Damen und Herren, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Andreas Fischer, Müller GmbH;Vertrieb
Rückfrage zum Angebot #4022;Hallo Vertriebsteam, wir benötigen dringend 20 weitere Lizenzen bis Monatsende. Wir freuen uns auf Ihre Rückmeldung. Sandra Meyer, TechSolutions AG;Vertrieb
Lizenzmodell Upgrade;Guten Tag, bitte erstellen Sie uns ein individuelles Angebot basierend auf unseren Anforderungen. Mit freundlichen Grüßen, Markus Becker, Global Corp;Vertrieb
Neukunden-Rabatt möglich?;Liebes Sales-Team, können Sie uns Referenzkunden aus der Automobilbranche nennen? Vielen Dank im Voraus, Claudia Schulz, Schmidt & Partner;Vertrieb
Demo-Zugang anfordern;Hallo, unsere Geschäftsführung benötigt eine Entscheidungsgrundlage bis Freitag. Beste Grüße, Stefan Hoffmann, InnovateX;Vertrieb
Kooperationsanfrage Marketing;Sehr geehrter Herr Müller, wäre eine Anpassung der Zahlungsbedingungen auf 60 Tage möglich? Danke und Gruß, Monika Koch, WebServices Ltd.;Vertrieb
Vertragsverlängerung besprechen;Sehr geehrte Damen und Herren, wir haben großes Interesse an Ihrer neuen Produktlinie und bitten um ein Angebot. Wir freuen uns auf Ihre Rückmeldung. Lukas Richter, Logistik Express;Vertrieb
Individuelles Angebot nötig;Hallo Vertriebsteam, gerne würden wir einen Termin für eine Live-Demo vereinbaren. Mit freundlichen Grüßen, Anna Wolf, AutoParts GmbH;Vertrieb
