category,clean_text
spam,"Zahlungsfehler festgestellt Ihre letzte Zahlung wurde nicht erfolgreich durchgeführt. Aktualisieren Sie Ihre Informationen, um Unterbrechungen zu vermeiden."
ham,unni vielen dank mein e liebe r für die aufladung rakhesh
spam,"Lieferung in Vorbereitung Ihre Sendung wird vorbereitet, jedoch benötigen wir noch eine Lieferbestätigung. Bitte prüfen Sie die Daten in Ihrem Profil."
ham,also du bezahlst zuerst wann kommt dann die ware
ham,sitze in mu und warte darauf dass alle aus meiner suite gehen damit ich duschen kann
spam,Aktualisierung abgeschlossen Ihre Datenaktualisierung wurde erfolgreich abgeschlossen.
spam,"Neue Zahlungsoption verfügbar Sie können jetzt eine schnellere Zahlungsart für Ihr Konto aktivieren. Öffnen Sie das Zahlungscenter, wählen Sie die bevorzugte Methode und speichern Sie die Änderung."
spam,Neue Sicherungskopie Bitte herunterladen.
ham,ich habe die zweite hälfte dieser nachricht nicht erhalten
ham,gibbs unverkauft mike hussey
ham,ich werde um uhr dort sein es sei denn ihr wollt dass ich früher komme
spam,Transaktion fehlgeschlagen Überprüfung empfohlen.
spam,"Warnung: verdächtige E-Mail-Aktivität Wir haben ungewöhnliche E-Mail-Aktivitäten festgestellt. Führen Sie eine Sicherheitsüberprüfung durch, um Ihr Konto zu schützen."
ham,ich müsste nachsehen aber es ist nur noch etwa eine schüssel voll übrig
spam,Zahlungserinnerung Ihre Rechnung ist überfällig.
ham,es ist eine textnachricht tippfehler sind okay lol
spam,Aktion erforderlich Ihre Daten stimmen nicht überein.
spam,Kostenlose Teilnahme Nur Email-Bestätigung erforderlich.
ham,jetzt bei bruce b downs amp fletcher
spam,System fordert Bestätigung Bitte fortfahren.
ham,bist du noch beim grand prix
ham,lol ich würde ja aber meine mutter würde einen anfall bekommen und der ganzen familie erzählen wie verrückt und schrecklich ich bin
spam,Zugang zum Konto verloren Wiederherstellen.
spam,Sie wurden eingeloggt War das wirklich Ihre Aktion?
spam,Einmalige Chance Jetzt nutzen.
ham,bitte geben sie uns die verbindung noch heute vor decimal oder erstatten sie die rechnung zurück
ham,unsere fahrt war gleichermaßen ereignislos nicht allzu viele dieser lästigen radfahrer um diese zeit in der nacht
ham,wann fahrt ihr ab
spam,"Rechnung wurde aktualisiert Ihre aktuelle Rechnung wurde aufgrund einer Anpassung verändert. Um die neuen Informationen einzusehen, öffnen Sie den Link in dieser Nachricht. Für Fragen stehen wir Ihnen gern zur Verfügung."
spam,Neue Nachricht im Postfach Jetzt lesen.
ham,als ich mein büro betrat sagte meine assistentin alles gute zum geburtstag chef ich fühlte mich besonders sie fragte mich zum mittagessen nach dem mittagessen lud sie mich in ihre wohnung ein wir gingen dorthin
ham,also wird mein vater jetzt anrufen nachdem er von der arbeit kommt und all diese verrückten fragen stellen
ham,mach dir aber keine sorgen ich verstehe wie wichtig es ist dass ich mit einer schlecht durchdachten strafe an meine grenzen verwiesen werde angesichts des schlimmsten was mir je passiert ist bin gleich zurück ich geh mich umbringen
ham,gute freunde kümmern sich umeinander enge freunde verstehen einander und wahre freunde bleiben für immer jenseits von worten jenseits der zeit gute nacht
ham,ja baby wir können alle stellungen des kamasutras studieren
spam,"Neue Nachricht in Ihrem Kundenportal Sie haben eine neue Nachricht in Ihrem Kundenbereich. Aufgrund aktualisierter Datenschutzrichtlinien können wir diese nicht direkt per E-Mail übermitteln. Melden Sie sich an, um die vollständige Nachricht abzurufen."
spam,Rechnung überfällig Zahlung ausstehend.
ham,lol grr meine mutter braucht ewig mit meinem rezept die apotheke ist nur etwa minuten entfernt ugh
spam,Adresse nicht gültig Die angegebene Adresse wurde abgelehnt. Bitte korrigieren Sie sie.
ham,hast du also schon samus schultern
ham,ich weiß nicht aber ich nehme jungs beim poker aus
ham,hey wirst du bald kündigen xuhui und ich arbeiten bis ende des monats
spam,"Unbekannte Transaktion erkannt Wir haben eine Transaktion entdeckt, die möglicherweise nicht von Ihnen stammt. Prüfen Sie die Details und bestätigen oder widersprechen Sie der Buchung."
ham,komm irgendwann in unser zimmer damit wir den plan für dieses wochenende ausarbeiten können
ham,sobald das meeting beendet ist ruf mich an
ham,was kommt da über den berg ist es ein monster ich hoffe du hast einen tollen tag hier läuft alles gut aber ich bin beschäftigt
spam,Gespeicherte Daten abgelaufen Einige Ihrer gespeicherten Daten sind veraltet. Bitte aktualisieren Sie diese.
spam,Neue Datenschutzinfo Bitte akzeptieren.
spam,Identität nicht bestätigt Bitte nachreichen.
spam,"Erweitertes Profil verfügbar Sie können Ihr Profil erweitern, um zusätzliche Vorteile zu nutzen."
ham,erst jetzt bin ich zu hause angekommen ich bin jetzt sehr müde ich komme morgen
spam,Sofortbestätigung nötig Reagieren Sie innerhalb von 24 Stunden.
spam,Überarbeitung erforderlich Ein Vorgang erfordert Überarbeitung. Aktualisieren Sie die fehlenden Angaben.
spam,Neue Zahlungsbedingungen – Aktion erforderlich nan
ham,nun das muss schmerzhaft zu fangen sein
spam,Bonuspunkte gutgeschrieben Jetzt einlösen.
spam,Sie sind berechtigt Bonus jetzt auslösen.
spam,"Sonderrabatt für kurze Zeit Sichern Sie sich jetzt Ihren zeitlich begrenzten Preisnachlass. Öffnen Sie das Angebot, bevor es abläuft."
spam,"Bearbeitung pausiert Ihr Vorgang wurde pausiert, da Informationen fehlen."
ham,haben noch nicht gefragt ob du zuerst kannst was wenn wir uns zum mittagessen treffen dann kannst du dich mit ihm treffen oder oder willst du erst den chef fragen und mir dann so schnell wie möglich bescheid geben
spam,Unbekannte Telefonnummer Bitte bestätigen.
spam,"Automatische Abbuchung fehlgeschlagen Leider konnte Ihre letzte Abbuchung nicht verarbeitet werden. Bitte aktualisieren Sie Ihre Zahlungsinformationen, um eine Unterbrechung Ihres Services zu vermeiden."
ham,seit wann welche seite fieber erbrechen
spam,Sofortige Reaktion gefordert Ihre Sicherheit ist gefährdet.
spam,Dringende Aktualisierung Ihrer Zugangsdaten erforderlich nan
ham,ich habe mich gefragt ob es in ordnung wäre wenn du onkel john anrufst und ihm mitteilst dass die dinge in nigeria nicht so sind wie hier dass lt gt dollar vor jahren geschickt wurden und dass du weißt es ist eine belastung aber ich plane jeden cent zurückzuzahlen den er gibt jeden cent es ist also nicht praktikabel dass ich etwas von dir erwarte so etwas in der art
ham,meine schwester schaut sich die show am nachmittag an also schaue ich nicht mit ihr also mal sehen ob du heute oder morgen schauen willst lor
spam,Kostenlos testen Zugang freischalten.
spam,Transaktionswarnung Bitte bestätigen.
spam,Gutschein verfügbar Ihr Rabatt ist nur heute gültig.
ham,was trägst du
ham,werde wohl noch eine weile hier sein bis später heute abend lt
ham,okay lor
ham,raviyog peripherals bhayandar ost
ham,ich habe niemandes nummer ich habe mir noch keine taktvolle art überlegt alex zu fragen
ham,lass mich wissen ob du noch etwas brauchst salat oder nachtisch oder so etwas wie viele biere soll ich holen
spam,Systemmeldung Wir konnten Ihre Zahlung nicht verarbeiten.
ham,lol nein du kannst mir vertrauen
ham,ich weiß nicht ob es ass und srt unterstützt glaube ich ich glaube die ps kann auch über usb abspielen
spam,Nur für kurze Zeit Sichern Sie sich Ihren Sofortrabatt.
ham,warum kannst du nicht eine neue erfindung zum fliegen ausprobieren ich mache keine witze
ham,er sagte ich sehe mit langen haaren hübsch aus oder was aber ich denke er schneidet es mir ziemlich kurz leh
ham,hattet ihr beiden irgendwelche ideen wisst ihr von orten wo etwas stattfindet
spam,Neue Registrierung erkannt Eine neue Registrierung wurde mit Ihrer E-Mail begonnen. Prüfen Sie die Details.
ham,danke baby ich kann es kaum erwarten das echte zu schmecken
spam,Zugang ist bald ungültig Jetzt verlängern.
ham,du brauchst mir nichts zu sagen ich weiß dass ich ein außenseiter bin
spam,Verknüpfung fehlgeschlagen Die Verknüpfung eines Dienstes war nicht erfolgreich. Wiederholen Sie den Vorgang.
spam,Kostenfreie Verlängerung Bitte aktivieren.
ham,ich bin da und ich kann dich sehen aber du kannst mich nicht sehen vielleicht solltest du ym neu starten ich habe das summen gesehen
ham,der typ kadeem hat seit der pause nichts mehr verkauft ich kenne noch einen anderen typen aber der ist verdammt paranoid und verkauft nicht gerne wenn ich nicht dabei bin und ich kann heute abend erst spät da sein
ham,schick mir nur die inhaltsseite
ham,oh okay ich denke die meisten spieler aus wi und nz sind unverkauft
ham,tja anscheinend ist er in rente gegangen
ham,geht das meh dachte einiges würde sich überschneiden wirklich ah es macht mir nichts aus ich scheine kein gewicht verloren zu haben na sowas
ham,weißt du dass wir im lido schauen
ham,taka wann möchtest du kommen und uns suchen
spam,Sie haben Pakete Zustellung freischalten.
ham,ich kann nicht weiter mit leuten reden wenn ich nicht sicher bin ob ich sie bezahlen kann falls sie dem preis zustimmen also sag mir bitte was du wirklich kaufen willst und wie viel du bereit bist zu zahlen
spam,"Support benötigt Angaben Der Support benötigt zusätzliche Informationen, um fortzufahren."
ham,ich hoffe dein urin brennt heute nacht
ham,der lay man nur damit du weißt dass du vermisst wirst und man an dich denkt hab einen schönen tag und wenn du mir die nummern von bimbo und ugo schicken kannst würde ich das sehr schätzen alles gute
ham,ok dann bis gleich
spam,Konto nicht bestätigt Bitte erneut einloggen.
ham,mm ich fühle mich schläfrig noch heute werde ich das bekommen liebling
ham,um uhr bei mir nur um einen wohnungsgrundriss zu entwerfen
